Debug Diagnostic Log
========================================================================================================================
Generated: 1/6/2026, 8:55:43 AM
Total Events: 22017
Game Time: 177s

CURRENT STATE:
  Player Level: 2
  Player HP: 184/184
  Player Mana: 81/81
  Player Stamina: 113/113
  Player Shield: 157 (cap: 184)
  Base Player MaxMana: 70
  Stat Spends: {"vit":0,"int":0,"str":0,"def":0,"agi":0}


======================================== undefined ========================================
[170.36s]  undefined | type:"ENEMY_AI_STATE", enemy:"warrior", role:"DPS", hp:119, mana:40, position:{"x":4453,"y":1902}, speed:90, hitCd:"0.00", attacked:true, inWater:false, nearestHostDist:32, hasSpawnTarget:true, team:"teamC"
[173.97s]  undefined | type:"TANK_AI_START", tank:"Warden 359", position:{"x":4453,"y":2177}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[173.97s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"warden", role:"TANK", decision:"tank_walls_outpost", target:"Flag 2", side:"North", wallHP:200, distance:139, intactWalls:4, nearbyHostiles:1
[174.00s]  undefined | type:"ENEMY_AI_STATE", enemy:"warrior", role:"DPS", hp:119, mana:40, position:{"x":4503,"y":1850}, speed:90, hitCd:"0.00", attacked:true, inWater:false, nearestHostDist:33, hasSpawnTarget:true, team:"teamC"
[174.00s]  undefined | type:"MANA_STARVED", unit:"warrior", kind:"enemy", ability:"chain_light", required:18, current:4, max:60
[174.00s]  undefined | type:"ENEMY_ATTACK_OUT_OF_RANGE", attacker:"mage", target:"warden", distance:35, requiredRange:30, inWater:false
[174.03s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Warrior 894", role:"DPS", decision:"attack_objective", target:"Flag 4", distance:106, hp:63, mana:2, speed:110
[174.03s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Mage 773", role:"HEALER", decision:"follow_ally", target:"Mage Guard 1", distance:53, hp:43, mana:17, speed:110
[174.03s]  undefined | type:"TANK_AI_START", tank:"Knight 816", position:{"x":4345,"y":2021}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[174.03s]  undefined | type:"ENEMY_ATTACK_OUT_OF_RANGE", attacker:"warrior", target:"knight", distance:33, requiredRange:30, inWater:false
[174.03s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"mage", role:"HEALER", decision:"healer_support_position", target:"mage", targetType:"enemy", distance:73
[174.07s]  undefined | type:"TANK_AI_START", tank:"Warden 236", position:{"x":4350,"y":2021}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[174.07s]  undefined | type:"TANK_AI_START", tank:"Knight 816", position:{"x":4346,"y":2023}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[174.10s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Knight 754", role:"TANK", decision:"attack_wall", target:"Flag 4 wall", distance:6, hp:80, mana:11, speed:110
[174.10s]  undefined | type:"TANK_AI_START", tank:"Warden 359", position:{"x":4467,"y":2178}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[174.10s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Knight 816", role:"TANK", decision:"attack_wall", target:"Flag 4 wall", distance:8, hp:80, mana:39, speed:110
[174.10s]  undefined | type:"ENEMY_AI_TARGET", enemy:"mage", decision:"outpost_focus", target:"Flag 6", targetOwner:"player", distance:220
[174.10s]  undefined | type:"ENEMY_ATTACK_OUT_OF_RANGE", attacker:"knight", target:"warrior", distance:33, requiredRange:30, inWater:false
[174.13s]  undefined | type:"WALL_DAMAGE", site:"Flag 4", side:"South", attackers:4, attackerList:"Knight 816(TANK), Knight 835(TANK), Warden 236(TANK), Knight 754(TANK)", roleCounts:{"TANK":4}, damage:1.06, hpBefore:0, hpAfter:0, hpPercent:0
[174.13s]  undefined | type:"WALL_DESTROYED", site:"Flag 4", side:"South", attackers:4, destroyerList:"Knight 816(TANK,friendly), Knight 835(TANK,friendly), Warden 236(TANK,friendly), Knight 754(TANK,friendly)", destroyerRoles:{"TANK":4}, remainingWalls:3
[174.13s]  undefined | type:"TANK_AI_START", tank:"Knight 754", position:{"x":4348,"y":2023}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[174.17s]  undefined | type:"ENEMY_ATTACK_OUT_OF_RANGE", attacker:"knight", target:"Mage Guard 1", distance:43, requiredRange:29, inWater:false
[174.17s]  undefined | type:"ENEMY_ATTACK_OUT_OF_RANGE", attacker:"warden", target:"Mage 320", distance:64, requiredRange:29, inWater:false
[174.17s]  undefined | type:"MANA_STARVATION", unit:"warrior", ability:"chain_light", required:18, current:5, reason:"damage_rotation"
[174.18s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"tank_walls_outpost", target:"Flag 1", side:"South", wallHP:200, distance:138, intactWalls:4, nearbyHostiles:1
[174.18s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"mage", role:"HEALER", decision:"healer_support_position", target:"warrior", targetType:"enemy", distance:73
[174.18s]  undefined | type:"ENEMY_ATTACK_OUT_OF_RANGE", attacker:"knight", target:"warrior", distance:49, requiredRange:30, inWater:false
[174.22s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Warrior 894", role:"DPS", decision:"attack_enemy", target:"warrior", distance:52, hp:63, mana:3, speed:110
[174.22s]  undefined | type:"TANK_AI_START", tank:"Knight 835", position:{"x":4337,"y":2037}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[174.22s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"warrior", role:"DPS", decision:"dps_attack_host", target:"knight", targetType:"enemy", distance:32
[174.22s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"tank_walls_outpost", target:"Flag 4", side:"West", wallHP:200, distance:136, intactWalls:3, nearbyHostiles:1
[174.25s]  undefined | type:"TANK_AI_START", tank:"Knight 835", position:{"x":4334,"y":2041}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[174.25s]  undefined | type:"TANK_AI_START", tank:"Warden 359", position:{"x":4476,"y":2177}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[174.25s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"warden", role:"TANK", decision:"tank_walls_outpost", target:"Flag 4", side:"West", wallHP:200, distance:145, intactWalls:3, nearbyHostiles:1
[174.25s]  undefined | type:"MANA_STARVED", unit:"warrior", kind:"enemy", ability:"mage_radiant_aura", required:18, current:5, max:60
[174.28s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Warrior 894", role:"DPS", decision:"attack_enemy", target:"warrior", distance:42, hp:63, mana:4, speed:110
[174.28s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Mage 508", role:"HEALER", decision:"follow_ally", target:"Warrior Guard 5", distance:117, hp:50, mana:13, speed:110
[174.31s]  undefined | type:"ENEMY_AI_TARGET", enemy:"mage", decision:"outpost_focus", target:"Flag 6", targetOwner:"player", distance:220
[174.31s]  undefined | type:"ENEMY_ATTACK_OUT_OF_RANGE", attacker:"warden", target:"warrior", distance:32, requiredRange:30, inWater:false
[174.35s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"warrior", role:"DPS", decision:"dps_attack_host", target:"warden", targetType:"enemy", distance:32
[174.35s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"warden", role:"TANK", decision:"tank_walls_outpost", target:"Flag 2", side:"East", wallHP:200, distance:138, intactWalls:4, nearbyHostiles:1
[174.36s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Knight 835", role:"TANK", decision:"attack_wall", target:"Flag 4 wall", distance:86, hp:80, mana:21, speed:110
[174.36s]  undefined | type:"ENEMY_ATTACK_OUT_OF_RANGE", attacker:"mage", target:"warrior", distance:33, requiredRange:30, inWater:false
[174.36s]  undefined | type:"ENEMY_ATTACK_OUT_OF_RANGE", attacker:"warden", target:"mage", distance:36, requiredRange:30, inWater:false
[174.38s]  undefined | type:"TANK_AI_START", tank:"Knight 835", position:{"x":4325,"y":2065}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[174.38s]  undefined | type:"MANA_STARVED", unit:"Mage 508", kind:"friendly", ability:"heal_burst", required:18, current:14, max:60
[174.40s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Knight 754", role:"TANK", decision:"attack_wall", target:"Flag 4 wall", distance:115, hp:80, mana:13, speed:110
[174.40s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Knight 816", role:"TANK", decision:"attack_wall", target:"Flag 4 wall", distance:95, hp:80, mana:41, speed:110
[174.40s]  undefined | type:"MANA_STARVED", unit:"mage", kind:"enemy", ability:"heal_burst", required:18, current:10, max:40
[174.43s]  undefined | type:"TANK_AI_START", tank:"Warden 236", position:{"x":4337,"y":2037}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[174.43s]  undefined | type:"TANK_AI_START", tank:"Warden 359", position:{"x":4457,"y":2178}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[174.43s]  undefined | type:"ENEMY_AI_STATE", enemy:"warrior", role:"DPS", hp:224, mana:40, position:{"x":4868,"y":1429}, speed:90, hitCd:"0.00", attacked:true, inWater:false, nearestHostDist:32, hasSpawnTarget:true, team:"teamB"
[174.45s]  undefined | type:"MANA_STARVED", unit:"Knight 754", kind:"friendly", ability:"heal_burst", required:18, current:13, max:60
[174.45s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Warrior 894", role:"DPS", decision:"attack_enemy", target:"warrior", distance:35, hp:63, mana:0, speed:110
[174.45s]  undefined | type:"TANK_AI_START", tank:"Warden 359", position:{"x":4453,"y":2178}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[174.45s]  undefined | type:"ENEMY_AI_TARGET", enemy:"warrior", decision:"outpost_focus", target:"Flag 6", targetOwner:"player", distance:216
[174.45s]  undefined | type:"ENEMY_ATTACK_OUT_OF_RANGE", attacker:"warrior", target:"Mage 320", distance:33, requiredRange:29, inWater:false
[174.45s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"warden", role:"TANK", decision:"tank_walls_outpost", target:"Flag 6", side:"South", wallHP:141, distance:144, intactWalls:4, nearbyHostiles:1
[174.46s]  undefined | type:"ENEMY_ATTACK_OUT_OF_RANGE", attacker:"warrior", target:"warden", distance:32, requiredRange:30, inWater:false
[174.50s]  undefined | type:"MANA_STARVED", unit:"Warrior Guard 3", kind:"friendly", ability:"warrior_cleave", required:9, current:4, max:60
[174.50s]  undefined | type:"TANK_AI_START", tank:"Knight 754", position:{"x":4339,"y":2034}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[174.50s]  undefined | type:"MANA_STARVED", unit:"warrior", kind:"enemy", ability:"warrior_fortitude", required:15, current:8, max:60
[174.50s]  undefined | type:"MANA_STARVED", unit:"warrior", kind:"enemy", ability:"warrior_fortitude", required:15, current:6, max:40
[174.50s]  undefined | type:"MANA_STARVATION", unit:"warrior", ability:"cleave", required:10, current:5, reason:"damage_rotation"
[174.51s]  undefined | type:"TANK_AI_START", tank:"Warden 236", position:{"x":4336,"y":2035}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[174.51s]  undefined | type:"MANA_STARVED", unit:"warrior", kind:"enemy", ability:"arc_bolt", required:10, current:8, max:60
[174.51s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"tank_walls_outpost", target:"Flag 4", side:"West", wallHP:200, distance:135, intactWalls:3, nearbyHostiles:1
[174.51s]  undefined | type:"ENEMY_AI_TARGET", enemy:"warrior", decision:"outpost_focus", target:"Flag 6", targetOwner:"player", distance:216
[174.55s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"warden", role:"TANK", decision:"tank_walls_outpost", target:"Flag 6", side:"South", wallHP:141, distance:138, intactWalls:4, nearbyHostiles:1
[174.56s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Warrior 894", role:"DPS", decision:"attack_enemy", target:"warrior", distance:32, hp:63, mana:1, speed:110
[174.56s]  undefined | type:"TANK_AI_START", tank:"Warden 236", position:{"x":4340,"y":2032}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[174.56s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"warrior", role:"DPS", decision:"dps_attack_host", target:"warden", targetType:"enemy", distance:32
[174.56s]  undefined | type:"ENEMY_AI_STATE", enemy:"warden", role:"TANK", hp:338, mana:14, position:{"x":954,"y":2317}, speed:65, hitCd:"0.00", attacked:true, inWater:false, nearestHostDist:63, hasSpawnTarget:true, team:"teamA"
[174.58s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Warden 236", role:"TANK", decision:"attack_wall", target:"Flag 4 wall", distance:113, hp:102, mana:24, speed:110
[174.58s]  undefined | type:"MANA_STARVATION", unit:"warrior", ability:"chain_light", required:18, current:8, reason:"damage_rotation"
[174.58s]  undefined | type:"MANA_STARVED", unit:"warrior", kind:"enemy", ability:"warrior_cleave", required:9, current:5, max:40
[174.60s]  undefined | type:"TANK_AI_START", tank:"Knight 754", position:{"x":4335,"y":2039}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[174.60s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Knight 835", role:"TANK", decision:"attack_wall", target:"Flag 4 wall", distance:52, hp:80, mana:22, speed:110
[174.60s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Warden 359", role:"TANK", decision:"attack_wall", target:"Flag 4 wall", distance:41, hp:102, mana:16, speed:110
[174.60s]  undefined | type:"TANK_AI_START", tank:"Knight 816", position:{"x":4324,"y":2069}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[174.61s]  undefined | type:"FRIENDLY_RANGED_ATTACK", attacker:"Mage 508", attackerRole:"HEALER", target:"warden", targetType:"enemy", damage:8, distance:"67.1"
[174.61s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"warrior", role:"DPS", decision:"dps_attack_host", target:"knight", targetType:"enemy", distance:33
[174.61s]  undefined | type:"MANA_STARVED", unit:"warrior", kind:"enemy", ability:"warrior_fortitude", required:15, current:9, max:60
[174.61s]  undefined | type:"ENEMY_ATTACK_OUT_OF_RANGE", attacker:"warrior", target:"mage", distance:32, requiredRange:30, inWater:false
[174.61s]  undefined | type:"ENEMY_ATTACK_OUT_OF_RANGE", attacker:"warden", target:"Mage 320", distance:36, requiredRange:29, inWater:false
[174.65s]  undefined | type:"ENEMY_ATTACK_OUT_OF_RANGE", attacker:"knight", target:"Zag", distance:31, requiredRange:28, inWater:false
[174.65s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"warden", role:"TANK", decision:"tank_walls_outpost", target:"Flag 6", side:"South", wallHP:141, distance:144, intactWalls:4, nearbyHostiles:1
[174.66s]  undefined | type:"TANK_AI_START", tank:"Knight 835", position:{"x":4326,"y":2109}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[174.66s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"warden", role:"TANK", decision:"tank_walls_combat", target:"Flag 6", side:"South"
[174.66s]  undefined | type:"MANA_STARVATION", unit:"warrior", ability:"warrior_life_leech", required:8, current:6, reason:"damage_rotation"
[174.68s]  undefined | type:"TANK_AI_START", tank:"Knight 835", position:{"x":4327,"y":2110}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[174.71s]  undefined | type:"MANA_STARVATION", unit:"mage", ability:"heal_burst", required:18, current:12, reason:"healer_priority"
[174.71s]  undefined | type:"ENEMY_AI_STATE", enemy:"warden", role:"TANK", hp:288, mana:40, position:{"x":4988,"y":1452}, speed:65, hitCd:"0.00", attacked:true, inWater:false, nearestHostDist:95, hasSpawnTarget:true, team:"teamC"
[174.73s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Knight 754", role:"TANK", decision:"attack_wall", target:"Flag 4 wall", distance:105, hp:80, mana:14, speed:110
[174.73s]  undefined | type:"TANK_AI_START", tank:"Warden 236", position:{"x":4335,"y":2040}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[174.73s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"warrior", role:"DPS", decision:"dps_attack_host", target:"warden", targetType:"enemy", distance:33
[174.73s]  undefined | type:"MANA_STARVED", unit:"warrior", kind:"enemy", ability:"chain_light", required:18, current:8, max:60
[174.73s]  undefined | type:"MANA_STARVED", unit:"warrior", kind:"enemy", ability:"warrior_fortitude", required:15, current:3, max:40
[174.73s]  undefined | type:"MANA_STARVED", unit:"warden", kind:"enemy", ability:"heal_burst", required:18, current:8, max:40
[174.73s]  undefined | type:"ENEMY_DAMAGE", enemy:"warrior", role:"DPS", damage:"4.0", crit:false, hpBefore:"118.9", hpAfter:"114.9", fromPlayer:true
[174.75s]  undefined | type:"TANK_AI_START", tank:"Knight 754", position:{"x":4332,"y":2044}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[174.75s]  undefined | type:"TANK_AI_START", tank:"Warden 236", position:{"x":4335,"y":2041}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[174.75s]  undefined | type:"TANK_AI_START", tank:"Knight 835", position:{"x":4329,"y":2117}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[174.75s]  undefined | type:"MANA_STARVED", unit:"warrior", kind:"enemy", ability:"cleave", required:10, current:3, max:40
[174.75s]  undefined | type:"ENEMY_ATTACK_OUT_OF_RANGE", attacker:"mage", target:"Mage Guard 1", distance:41, requiredRange:29, inWater:false
[174.76s]  undefined | type:"TANK_AI_START", tank:"Warden 359", position:{"x":4452,"y":2182}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[174.76s]  undefined | type:"MANA_STARVATION", unit:"warrior", ability:"cleave", required:10, current:3, reason:"damage_rotation"
[174.76s]  undefined | type:"ENEMY_ATTACK_OUT_OF_RANGE", attacker:"knight", target:"Mage 320", distance:70, requiredRange:29, inWater:false
[174.80s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Warden 236", role:"TANK", decision:"attack_wall", target:"Flag 4 wall", distance:103, hp:102, mana:26, speed:110
[174.80s]  undefined | type:"MANA_STARVATION", unit:"Warrior 912", ability:"chain_light", required:18, current:13, reason:"damage_rotation"
[174.80s]  undefined | type:"ENEMY_AI_TARGET", enemy:"mage", decision:"attack_walls", target:"Flag 2", targetOwner:"teamB", wallsIntact:4
[174.81s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Knight 754", role:"TANK", decision:"attack_wall", target:"Flag 4 wall", distance:109, hp:80, mana:15, speed:110
[174.81s]  undefined | type:"TANK_AI_START", tank:"Warden 236", position:{"x":4336,"y":2041}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[174.81s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Knight 835", role:"TANK", decision:"attack_wall", target:"Flag 4 wall", distance:28, hp:80, mana:23, speed:110
[174.81s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Warden 359", role:"TANK", decision:"attack_wall", target:"Flag 4 wall", distance:40, hp:102, mana:17, speed:110
[174.81s]  undefined | type:"TANK_AI_START", tank:"Knight 816", position:{"x":4323,"y":2091}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[174.81s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Knight 816", role:"TANK", decision:"attack_wall", target:"Flag 4 wall", distance:61, hp:80, mana:31, speed:110
[174.83s]  undefined | type:"TANK_AI_START", tank:"Knight 754", position:{"x":4331,"y":2039}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[174.83s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"warrior", role:"DPS", decision:"dps_attack_host", target:"mage", targetType:"enemy", distance:33
[174.83s]  undefined | type:"MANA_STARVATION", unit:"warrior", ability:"cleave", required:10, current:7, reason:"damage_rotation"
[174.85s]  undefined | type:"TANK_AI_START", tank:"Knight 835", position:{"x":4334,"y":2127}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[174.86s]  undefined | type:"MANA_STARVATION", unit:"Warrior 894", ability:"warrior_life_leech", required:8, current:2, reason:"damage_rotation"
[174.86s]  undefined | type:"TANK_AI_START", tank:"Knight 835", position:{"x":4335,"y":2129}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[174.86s]  undefined | type:"ENEMY_ATTACK_OUT_OF_RANGE", attacker:"knight", target:"Mage Guard 1", distance:88, requiredRange:29, inWater:false
[174.86s]  undefined | type:"MANA_STARVATION", unit:"warrior", ability:"chain_light", required:18, current:10, reason:"damage_rotation"
[174.86s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"warden", role:"TANK", decision:"tank_walls_outpost", target:"Flag 2", side:"East", wallHP:200, distance:158, intactWalls:4, nearbyHostiles:1
[174.86s]  undefined | type:"ENEMY_AI_TARGET", enemy:"warrior", decision:"outpost_focus", target:"Flag 6", targetOwner:"player", distance:218
[174.88s]  undefined | type:"MANA_STARVATION", unit:"Warrior Guard 3", ability:"cleave", required:10, current:2, reason:"damage_rotation"
[174.88s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Warrior 912", role:"DPS", decision:"attack_objective", target:"Flag 4", distance:1403, hp:63, mana:13, speed:110
[174.88s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Knight 816", role:"TANK", decision:"attack_wall", target:"Flag 4 wall", distance:54, hp:80, mana:32, speed:110
[174.88s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"mage", role:"HEALER", decision:"healer_attack_safe", target:"warden", targetType:"enemy", distance:33
[174.88s]  undefined | type:"MANA_STARVED", unit:"mage", kind:"enemy", ability:"ward_barrier", required:22, current:21, max:40
[174.88s]  undefined | type:"ENEMY_ATTACK_OUT_OF_RANGE", attacker:"warrior", target:"Mage 320", distance:34, requiredRange:29, inWater:false
[174.88s]  undefined | type:"MANA_STARVED", unit:"warrior", kind:"enemy", ability:"warrior_life_leech", required:8, current:7, max:40
[174.90s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Knight 754", role:"TANK", decision:"attack_wall", target:"Flag 4 wall", distance:100, hp:80, mana:15, speed:110
[174.90s]  undefined | type:"TANK_AI_START", tank:"Warden 236", position:{"x":4332,"y":2045}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[174.90s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"warrior", role:"DPS", decision:"dps_attack_host", target:"mage", targetType:"enemy", distance:32
[174.93s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Knight 754", role:"TANK", decision:"attack_wall", target:"Flag 4 wall", distance:98, hp:80, mana:15, speed:110
[174.93s]  undefined | type:"TANK_AI_START", tank:"Knight 835", position:{"x":4338,"y":2133}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[174.93s]  undefined | type:"MANA_STARVATION", unit:"warrior", ability:"warrior_cleave", required:9, current:7, reason:"damage_rotation"
[174.95s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Mage 773", role:"HEALER", decision:"follow_ally", target:"Warrior Guard 5", distance:109, hp:50, mana:5, speed:110
[174.95s]  undefined | type:"TANK_AI_START", tank:"Warden 236", position:{"x":4331,"y":2048}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[174.95s]  undefined | type:"ENEMY_ATTACK_OUT_OF_RANGE", attacker:"mage", target:"Mage Guard 1", distance:38, requiredRange:29, inWater:false
[174.96s]  undefined | type:"TANK_AI_START", tank:"Knight 835", position:{"x":4340,"y":2138}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[174.96s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Knight 816", role:"TANK", decision:"attack_wall", target:"Flag 4 wall", distance:46, hp:80, mana:32, speed:110
[174.96s]  undefined | type:"MANA_STARVED", unit:"warrior", kind:"enemy", ability:"warrior_cleave", required:9, current:7, max:40
[174.98s]  undefined | type:"WALL_DAMAGE", site:"Flag 4", side:"East", attackers:1, attackerList:"Knight 835(TANK)", roleCounts:{"TANK":1}, damage:0.13, hpBefore:199, hpAfter:199, hpPercent:99
[174.98s]  undefined | type:"TANK_AI_START", tank:"Knight 816", position:{"x":4326,"y":2108}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[174.98s]  undefined | type:"MANA_STARVATION", unit:"mage", ability:"heal_burst", required:18, current:14, reason:"healer_priority"
[174.98s]  undefined | type:"ENEMY_AI_TARGET", enemy:"mage", decision:"outpost_focus", target:"Flag 4", targetOwner:"teamC", distance:217
[174.98s]  undefined | type:"ENEMY_ATTACK_OUT_OF_RANGE", attacker:"warden", target:"Mage Guard 1", distance:32, requiredRange:29, inWater:false
[175.00s]  undefined | type:"MANA_STARVED", unit:"mage", kind:"enemy", ability:"mage_radiant_aura", required:18, current:14, max:40
[175.00s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"warrior", role:"DPS", decision:"dps_attack_host", target:"mage", targetType:"enemy", distance:32
[175.00s]  undefined | type:"MANA_STARVATION", unit:"warrior", ability:"warrior_cleave", required:9, current:4, reason:"damage_rotation"
[175.03s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Mage 508", role:"HEALER", decision:"follow_ally", target:"Warrior Guard 5", distance:117, hp:50, mana:19, speed:110
[175.03s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"mage", role:"HEALER", decision:"healer_support_position", target:"mage", targetType:"enemy", distance:76
[175.03s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"tank_walls_outpost", target:"Flag 4", side:"West", wallHP:200, distance:135, intactWalls:3, nearbyHostiles:1
[175.04s]  undefined | type:"ENEMY_ATTACK_OUT_OF_RANGE", attacker:"mage", target:"warrior", distance:33, requiredRange:30, inWater:false
[175.04s]  undefined | type:"MANA_STARVED", unit:"warrior", kind:"enemy", ability:"cleave", required:10, current:4, max:40
