Debug Diagnostic Log
========================================================================================================================
Generated: 1/6/2026, 2:33:00 PM
Total Events: 32863
Game Time: 184s

CURRENT STATE:
  Player Level: 3
  Player HP: 239/239
  Player Mana: 118/118
  Player Stamina: 128/128
  Player Shield: 0 (cap: 239)
  Base Player MaxMana: 70
  Stat Spends: {"vit":0,"int":0,"str":0,"def":0,"agi":0}


======================================== undefined ========================================
[177.80s]  undefined | type:"MANA_STARVED", unit:"knight", kind:"enemy", ability:"heal_burst", required:18, current:17, max:40
[180.84s]  undefined | type:"TANK_DECISION", tank:"Knight 664", decision:"capture_objective", target:"Flag 4", hasPosition:true
[180.84s]  undefined | type:"TANK_AI_START", tank:"Knight 708", position:{"x":2486,"y":1378}, closestObjective:"Flag 4", closestObjectivePos:{"x":2516,"y":1074}, wallTarget:"YES", initialDecision:"idle"
[180.84s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Knight 708", role:"TANK", decision:"capture_objective", target:"Flag 4", distance:306, hp:80, mana:46, speed:110
[180.87s]  undefined | type:"TANK_OBJECTIVE_SET", tank:"Knight 664", objective:"Flag 4", objectivePos:{"x":2516,"y":1074}, tankPos:{"x":2486,"y":1379}, distance:306
[180.87s]  undefined | type:"TANK_AI_START", tank:"Warden 988", position:{"x":2486,"y":1378}, closestObjective:"Flag 4", closestObjectivePos:{"x":2516,"y":1074}, wallTarget:"YES", initialDecision:"idle"
[180.87s]  undefined | type:"ENEMY_ATTACK_OUT_OF_RANGE", attacker:"warrior", target:"Knight 271", distance:811, requiredRange:29, inWater:false
[180.91s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Mage 497", role:"HEALER", decision:"support_allies", target:"Hero", distance:244, hp:50, mana:60, speed:110
[180.91s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"capture_objective", target:"Flag 6", distance:34, hp:195, mana:7, speed:77
[180.91s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"warrior", role:"DPS", decision:"capture_objective", target:"Flag 6", distance:58, hp:108, mana:40, speed:90
[180.91s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"warrior", role:"DPS", decision:"capture_objective", target:"Flag 6", distance:34, hp:230, mana:40, speed:90
[180.92s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Warrior 492", role:"DPS", decision:"attack_objective", target:"Flag 4", distance:234, hp:63, mana:0, speed:110
[180.92s]  undefined | type:"ENEMY_ATTACK_OUT_OF_RANGE", attacker:"mage", target:"Knight 271", distance:1020, requiredRange:29, inWater:false
[180.92s]  undefined | type:"ENEMY_ATTACK_OUT_OF_RANGE", attacker:"mage", target:"Hero", distance:670, requiredRange:31, inWater:false
[180.92s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"mage", role:"HEALER", decision:"support_allies", target:"Maintaining position", distance:56, hp:144, mana:31, speed:95
[180.92s]  undefined | type:"ENEMY_ATTACK_OUT_OF_RANGE", attacker:"warrior", target:"knight", distance:1039, requiredRange:30, inWater:false
[180.94s]  undefined | type:"ENEMY_ATTACK_OUT_OF_RANGE", attacker:"mage", target:"Warrior 86", distance:1020, requiredRange:29, inWater:false
[180.94s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"mage", role:"HEALER", decision:"support_allies", target:"Maintaining position", distance:82, hp:135, mana:40, speed:95
[180.94s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"capture_objective", target:"Flag 6", distance:0, hp:327, mana:10, speed:77
[180.97s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Knight 664", role:"TANK", decision:"capture_objective", target:"Flag 4", distance:303, hp:80, mana:47, speed:110
[180.97s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Knight 271", role:"TANK", decision:"capture_objective", target:"Flag 4", distance:304, hp:80, mana:47, speed:110
[180.97s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"capture_objective", target:"Flag 5", distance:606, hp:327, mana:26, speed:77
[180.97s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"mage", role:"HEALER", decision:"support_allies", target:"Maintaining position", distance:87, hp:132, mana:39, speed:95
[180.99s]  undefined | type:"TANK_OBJECTIVE_SET", tank:"Warden 69", objective:"Flag 4", objectivePos:{"x":2516,"y":1074}, tankPos:{"x":2483,"y":1378}, distance:306
[180.99s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"mage", role:"HEALER", decision:"support_allies", target:"Maintaining position", distance:77, hp:135, mana:40, speed:95
[181.02s]  undefined | type:"TANK_DECISION", tank:"Knight 664", decision:"capture_objective", target:"Flag 4", hasPosition:true
[181.02s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Mage 497", role:"HEALER", decision:"support_allies", target:"Hero", distance:246, hp:50, mana:60, speed:110
[181.02s]  undefined | type:"TANK_OBJECTIVE_SET", tank:"Warden 69", objective:"Flag 4", objectivePos:{"x":2516,"y":1074}, tankPos:{"x":2483,"y":1377}, distance:305
[181.02s]  undefined | type:"TANK_OBJECTIVE_SET", tank:"Warden 988", objective:"Flag 4", objectivePos:{"x":2516,"y":1074}, tankPos:{"x":2476,"y":1374}, distance:302
[181.02s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"capture_objective", target:"Flag 6", distance:40, hp:136, mana:7, speed:77
[181.02s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"warrior", role:"DPS", decision:"capture_objective", target:"Flag 6", distance:54, hp:108, mana:40, speed:90
[181.02s]  undefined | type:"MANA_STARVED", unit:"warrior", kind:"enemy", ability:"warrior_cleave", required:9, current:4, max:40
[181.04s]  undefined | type:"TANK_AI_START", tank:"Warden 69", position:{"x":2483,"y":1376}, closestObjective:"Flag 4", closestObjectivePos:{"x":2516,"y":1074}, wallTarget:"YES", initialDecision:"idle"
[181.04s]  undefined | type:"TANK_OBJECTIVE_SET", tank:"Knight 708", objective:"Flag 4", objectivePos:{"x":2516,"y":1074}, tankPos:{"x":2483,"y":1376}, distance:304
[181.04s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"capture_objective", target:"Flag 6", distance:64, hp:173, mana:1, speed:77
[181.04s]  undefined | type:"ENEMY_ATTACK_OUT_OF_RANGE", attacker:"knight", target:"knight", distance:32, requiredRange:30, inWater:false
[181.04s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"mage", role:"HEALER", decision:"support_allies", target:"Maintaining position", distance:72, hp:135, mana:40, speed:95
[181.07s]  undefined | type:"TANK_AI_START", tank:"Warden 69", position:{"x":2481,"y":1375}, closestObjective:"Flag 4", closestObjectivePos:{"x":2516,"y":1074}, wallTarget:"YES", initialDecision:"idle"
[181.07s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"capture_objective", target:"Flag 6", distance:64, hp:173, mana:2, speed:77
[181.07s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"warrior", role:"DPS", decision:"capture_objective", target:"Flag 6", distance:50, hp:108, mana:40, speed:90
[181.09s]  undefined | type:"TANK_AI_START", tank:"Knight 708", position:{"x":2486,"y":1379}, closestObjective:"Flag 4", closestObjectivePos:{"x":2516,"y":1074}, wallTarget:"YES", initialDecision:"idle"
[181.09s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Mage 736", role:"HEALER", decision:"support_allies", target:"Warden 69", distance:52, hp:50, mana:60, speed:110
[181.09s]  undefined | type:"TANK_AI_START", tank:"Warden 988", position:{"x":2481,"y":1376}, closestObjective:"Flag 4", closestObjectivePos:{"x":2516,"y":1074}, wallTarget:"YES", initialDecision:"idle"
[181.09s]  undefined | type:"ENEMY_ATTACK_OUT_OF_RANGE", attacker:"mage", target:"Hero", distance:704, requiredRange:31, inWater:false
[181.09s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"warden", role:"TANK", decision:"attack_wall", target:"Flag 5 wall", distance:68, hp:198, mana:40, speed:65
[181.11s]  undefined | type:"TANK_AI_START", tank:"Knight 664", position:{"x":2479,"y":1373}, closestObjective:"Flag 4", closestObjectivePos:{"x":2516,"y":1074}, wallTarget:"YES", initialDecision:"idle"
[181.11s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Knight 664", role:"TANK", decision:"capture_objective", target:"Flag 4", distance:302, hp:80, mana:48, speed:110
[181.11s]  undefined | type:"TANK_OBJECTIVE_SET", tank:"Knight 708", objective:"Flag 4", objectivePos:{"x":2516,"y":1074}, tankPos:{"x":2486,"y":1379}, distance:306
[181.11s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"attack_wall", target:"Flag 2 wall", distance:33, hp:75, mana:23, speed:77
[181.11s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"capture_objective", target:"Flag 2", distance:1049, hp:56, mana:34, speed:77
[181.11s]  undefined | type:"ENEMY_ATTACK_OUT_OF_RANGE", attacker:"knight", target:"Warrior Guard 5", distance:429, requiredRange:29, inWater:false
[181.11s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"warrior", role:"DPS", decision:"capture_objective", target:"Flag 6", distance:1067, hp:255, mana:40, speed:90
[181.12s]  undefined | type:"TANK_DECISION", tank:"Warden 69", decision:"capture_objective", target:"Flag 4", hasPosition:true
[181.12s]  undefined | type:"TANK_OBJECTIVE_SET", tank:"Knight 271", objective:"Flag 4", objectivePos:{"x":2516,"y":1074}, tankPos:{"x":2483,"y":1378}, distance:306
[181.12s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"capture_objective", target:"Flag 5", distance:593, hp:327, mana:27, speed:77
[181.14s]  undefined | type:"TANK_AI_START", tank:"Knight 664", position:{"x":2479,"y":1375}, closestObjective:"Flag 4", closestObjectivePos:{"x":2516,"y":1074}, wallTarget:"YES", initialDecision:"idle"
[181.14s]  undefined | type:"TANK_OBJECTIVE_SET", tank:"Warden 69", objective:"Flag 4", objectivePos:{"x":2516,"y":1074}, tankPos:{"x":2478,"y":1376}, distance:304
[181.14s]  undefined | type:"TANK_OBJECTIVE_SET", tank:"Warden 988", objective:"Flag 4", objectivePos:{"x":2516,"y":1074}, tankPos:{"x":2481,"y":1377}, distance:305
[181.14s]  undefined | type:"TANK_AI_START", tank:"Knight 271", position:{"x":2478,"y":1372}, closestObjective:"Flag 4", closestObjectivePos:{"x":2516,"y":1074}, wallTarget:"YES", initialDecision:"idle"
[181.14s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"capture_objective", target:"Flag 6", distance:161, hp:415, mana:5, speed:77
[181.14s]  undefined | type:"ENEMY_ATTACK_OUT_OF_RANGE", attacker:"mage", target:"Warrior 492", distance:481, requiredRange:29, inWater:false
[181.14s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"warden", role:"TANK", decision:"capture_objective", target:"Flag 6", distance:803, hp:417, mana:40, speed:65
[181.17s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Mage 736", role:"HEALER", decision:"support_allies", target:"Warrior 86", distance:52, hp:50, mana:60, speed:110
[181.17s]  undefined | type:"TANK_AI_START", tank:"Warden 988", position:{"x":2487,"y":1379}, closestObjective:"Flag 4", closestObjectivePos:{"x":2516,"y":1074}, wallTarget:"YES", initialDecision:"idle"
[181.17s]  undefined | type:"TANK_OBJECTIVE_SET", tank:"Knight 271", objective:"Flag 4", objectivePos:{"x":2516,"y":1074}, tankPos:{"x":2480,"y":1377}, distance:305
[181.17s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Knight 271", role:"TANK", decision:"capture_objective", target:"Flag 4", distance:305, hp:80, mana:48, speed:110
[181.17s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"capture_objective", target:"Flag 2", distance:1049, hp:56, mana:34, speed:77
[181.17s]  undefined | type:"ENEMY_ATTACK_OUT_OF_RANGE", attacker:"knight", target:"Warrior Guard 5", distance:564, requiredRange:29, inWater:false
[181.19s]  undefined | type:"TANK_AI_START", tank:"Warden 69", position:{"x":2478,"y":1374}, closestObjective:"Flag 4", closestObjectivePos:{"x":2516,"y":1074}, wallTarget:"YES", initialDecision:"idle"
[181.19s]  undefined | type:"ENEMY_ATTACK_OUT_OF_RANGE", attacker:"warden", target:"knight", distance:748, requiredRange:30, inWater:false
[181.21s]  undefined | type:"TANK_OBJECTIVE_SET", tank:"Knight 664", objective:"Flag 4", objectivePos:{"x":2516,"y":1074}, tankPos:{"x":2477,"y":1375}, distance:304
[181.22s]  undefined | type:"TANK_OBJECTIVE_SET", tank:"Knight 664", objective:"Flag 4", objectivePos:{"x":2516,"y":1074}, tankPos:{"x":2477,"y":1372}, distance:301
[181.22s]  undefined | type:"TANK_OBJECTIVE_SET", tank:"Warden 69", objective:"Flag 4", objectivePos:{"x":2516,"y":1074}, tankPos:{"x":2476,"y":1372}, distance:301
[181.22s]  undefined | type:"TANK_AI_START", tank:"Knight 708", position:{"x":2487,"y":1378}, closestObjective:"Flag 4", closestObjectivePos:{"x":2516,"y":1074}, wallTarget:"YES", initialDecision:"idle"
[181.22s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Knight 271", role:"TANK", decision:"capture_objective", target:"Flag 4", distance:305, hp:80, mana:48, speed:110
[181.22s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"capture_objective", target:"Flag 6", distance:64, hp:173, mana:2, speed:77
[181.22s]  undefined | type:"MANA_STARVED", unit:"knight", kind:"enemy", ability:"heal_burst", required:18, current:9, max:40
[181.22s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"warrior", role:"DPS", decision:"capture_objective", target:"Flag 6", distance:33, hp:230, mana:40, speed:90
[181.25s]  undefined | type:"TANK_DECISION", tank:"Knight 271", decision:"capture_objective", target:"Flag 4", hasPosition:true
[181.25s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"capture_objective", target:"Flag 6", distance:35, hp:327, mana:11, speed:77
[181.25s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"capture_objective", target:"Flag 6", distance:64, hp:173, mana:3, speed:77
[181.25s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"capture_objective", target:"Flag 5", distance:600, hp:327, mana:40, speed:77
[181.25s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"capture_objective", target:"Flag 6", distance:32, hp:148, mana:9, speed:77
[181.25s]  undefined | type:"ENEMY_ATTACK_OUT_OF_RANGE", attacker:"mage", target:"Warrior 492", distance:408, requiredRange:29, inWater:false
[181.29s]  undefined | type:"TANK_AI_START", tank:"Knight 664", position:{"x":2476,"y":1373}, closestObjective:"Flag 4", closestObjectivePos:{"x":2516,"y":1074}, wallTarget:"YES", initialDecision:"idle"
[181.29s]  undefined | type:"ENEMY_ATTACK_OUT_OF_RANGE", attacker:"knight", target:"knight", distance:32, requiredRange:30, inWater:false
[181.29s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"capture_objective", target:"Flag 6", distance:35, hp:144, mana:3, speed:77
[181.29s]  undefined | type:"ENEMY_ATTACK_OUT_OF_RANGE", attacker:"mage", target:"Knight 708", distance:1024, requiredRange:29, inWater:false
[181.29s]  undefined | type:"ENEMY_ATTACK_OUT_OF_RANGE", attacker:"warrior", target:"knight", distance:1048, requiredRange:30, inWater:false
[181.30s]  undefined | type:"TANK_AI_START", tank:"Knight 664", position:{"x":2484,"y":1380}, closestObjective:"Flag 4", closestObjectivePos:{"x":2516,"y":1074}, wallTarget:"YES", initialDecision:"idle"
[181.30s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Mage 736", role:"HEALER", decision:"support_allies", target:"Knight 271", distance:51, hp:50, mana:60, speed:110
[181.30s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"capture_objective", target:"Flag 6", distance:981, hp:327, mana:6, speed:77
[181.30s]  undefined | type:"ENEMY_ATTACK_OUT_OF_RANGE", attacker:"mage", target:"Hero", distance:736, requiredRange:31, inWater:false
[181.30s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"mage", role:"HEALER", decision:"support_allies", target:"Maintaining position", distance:27, hp:144, mana:34, speed:95
[181.30s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"warrior", role:"DPS", decision:"attack_enemy", target:"Warrior Guard 3", distance:31, hp:136, mana:1, speed:90
[181.32s]  undefined | type:"TANK_OBJECTIVE_SET", tank:"Warden 988", objective:"Flag 4", objectivePos:{"x":2516,"y":1074}, tankPos:{"x":2479,"y":1376}, distance:305
[181.32s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"attack_wall", target:"Flag 2 wall", distance:33, hp:71, mana:24, speed:77
[181.32s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"warden", role:"TANK", decision:"capture_objective", target:"Flag 2", distance:1121, hp:126, mana:40, speed:65
[181.32s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"warrior", role:"DPS", decision:"capture_objective", target:"Flag 6", distance:1066, hp:255, mana:40, speed:90
[181.35s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Knight 664", role:"TANK", decision:"capture_objective", target:"Flag 4", distance:303, hp:80, mana:49, speed:110
[181.35s]  undefined | type:"TANK_DECISION", tank:"Warden 988", decision:"capture_objective", target:"Flag 4", hasPosition:true
[181.35s]  undefined | type:"TANK_OBJECTIVE_SET", tank:"Warden 988", objective:"Flag 4", objectivePos:{"x":2516,"y":1074}, tankPos:{"x":2479,"y":1374}, distance:303
[181.35s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"capture_objective", target:"Flag 5", distance:457, hp:327, mana:36, speed:77
[181.35s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"warrior", role:"DPS", decision:"capture_objective", target:"Flag 6", distance:1061, hp:255, mana:40, speed:90
[181.35s]  undefined | type:"MANA_STARVED", unit:"warden", kind:"enemy", ability:"ward_barrier", required:22, current:6, max:40
[181.35s]  undefined | type:"ENEMY_ATTACK_OUT_OF_RANGE", attacker:"warden", target:"Warrior Guard 4", distance:121, requiredRange:29, inWater:false
[181.39s]  undefined | type:"TANK_AI_START", tank:"Knight 664", position:{"x":2487,"y":1377}, closestObjective:"Flag 4", closestObjectivePos:{"x":2516,"y":1074}, wallTarget:"YES", initialDecision:"idle"
[181.39s]  undefined | type:"TANK_AI_START", tank:"Knight 708", position:{"x":2477,"y":1373}, closestObjective:"Flag 4", closestObjectivePos:{"x":2516,"y":1074}, wallTarget:"YES", initialDecision:"idle"
[181.39s]  undefined | type:"TANK_OBJECTIVE_SET", tank:"Knight 708", objective:"Flag 4", objectivePos:{"x":2516,"y":1074}, tankPos:{"x":2477,"y":1373}, distance:302
[181.39s]  undefined | type:"MANA_STARVED", unit:"knight", kind:"enemy", ability:"knight_rally", required:12, current:6, max:40
[181.39s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"capture_objective", target:"Flag 6", distance:34, hp:327, mana:12, speed:77
[181.42s]  undefined | type:"TANK_OBJECTIVE_SET", tank:"Knight 664", objective:"Flag 4", objectivePos:{"x":2516,"y":1074}, tankPos:{"x":2485,"y":1377}, distance:304
[181.42s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"capture_objective", target:"Flag 5", distance:580, hp:327, mana:19, speed:77
[181.42s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"mage", role:"HEALER", decision:"support_allies", target:"Maintaining position", distance:38, hp:135, mana:40, speed:95
[181.45s]  undefined | type:"TANK_OBJECTIVE_SET", tank:"Knight 664", objective:"Flag 4", objectivePos:{"x":2516,"y":1074}, tankPos:{"x":2483,"y":1377}, distance:305
[181.45s]  undefined | type:"TANK_AI_START", tank:"Warden 69", position:{"x":2486,"y":1378}, closestObjective:"Flag 4", closestObjectivePos:{"x":2516,"y":1074}, wallTarget:"YES", initialDecision:"idle"
[181.45s]  undefined | type:"ENEMY_ATTACK_OUT_OF_RANGE", attacker:"warden", target:"knight", distance:124, requiredRange:30, inWater:false
[181.49s]  undefined | type:"TANK_AI_START", tank:"Warden 69", position:{"x":2485,"y":1377}, closestObjective:"Flag 4", closestObjectivePos:{"x":2516,"y":1074}, wallTarget:"YES", initialDecision:"idle"
[181.49s]  undefined | type:"TANK_AI_START", tank:"Warden 988", position:{"x":2476,"y":1373}, closestObjective:"Flag 4", closestObjectivePos:{"x":2516,"y":1074}, wallTarget:"YES", initialDecision:"idle"
[181.49s]  undefined | type:"TANK_AI_START", tank:"Knight 271", position:{"x":2477,"y":1377}, closestObjective:"Flag 4", closestObjectivePos:{"x":2516,"y":1074}, wallTarget:"YES", initialDecision:"idle"
[181.49s]  undefined | type:"ENEMY_ATTACK_OUT_OF_RANGE", attacker:"knight", target:"knight", distance:157, requiredRange:30, inWater:false
[181.49s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"capture_objective", target:"Flag 6", distance:0, hp:327, mana:13, speed:77
[181.50s]  undefined | type:"TANK_DECISION", tank:"Knight 664", decision:"capture_objective", target:"Flag 4", hasPosition:true
[181.50s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Knight 664", role:"TANK", decision:"capture_objective", target:"Flag 4", distance:305, hp:80, mana:50, speed:110
[181.50s]  undefined | type:"TANK_DECISION", tank:"Warden 69", decision:"capture_objective", target:"Flag 4", hasPosition:true
[181.50s]  undefined | type:"TANK_OBJECTIVE_SET", tank:"Warden 69", objective:"Flag 4", objectivePos:{"x":2516,"y":1074}, tankPos:{"x":2483,"y":1378}, distance:306
[181.50s]  undefined | type:"TANK_AI_START", tank:"Knight 708", position:{"x":2479,"y":1374}, closestObjective:"Flag 4", closestObjectivePos:{"x":2516,"y":1074}, wallTarget:"YES", initialDecision:"idle"
[181.50s]  undefined | type:"TANK_AI_START", tank:"Warden 988", position:{"x":2486,"y":1378}, closestObjective:"Flag 4", closestObjectivePos:{"x":2516,"y":1074}, wallTarget:"YES", initialDecision:"idle"
[181.50s]  undefined | type:"TANK_DECISION", tank:"Warden 988", decision:"capture_objective", target:"Flag 4", hasPosition:true
[181.50s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"warden", role:"TANK", decision:"capture_objective", target:"Flag 6", distance:799, hp:417, mana:40, speed:65
[181.50s]  undefined | type:"MANA_STARVATION", unit:"warrior", ability:"cleave", required:10, current:2, reason:"damage_rotation"
[181.54s]  undefined | type:"TANK_OBJECTIVE_SET", tank:"Warden 69", objective:"Flag 4", objectivePos:{"x":2516,"y":1074}, tankPos:{"x":2483,"y":1378}, distance:306
[181.54s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"attack_wall", target:"Flag 2 wall", distance:33, hp:57, mana:25, speed:77
[181.54s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"warrior", role:"DPS", decision:"capture_objective", target:"Flag 6", distance:38, hp:108, mana:40, speed:90
[181.55s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"capture_objective", target:"Flag 5", distance:441, hp:327, mana:37, speed:77
[181.55s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"mage", role:"HEALER", decision:"support_allies", target:"Maintaining position", distance:10, hp:113, mana:25, speed:95
[181.55s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"warrior", role:"DPS", decision:"capture_objective", target:"Flag 6", distance:38, hp:108, mana:40, speed:90
[181.59s]  undefined | type:"TANK_OBJECTIVE_SET", tank:"Warden 988", objective:"Flag 4", objectivePos:{"x":2516,"y":1074}, tankPos:{"x":2477,"y":1372}, distance:301
[181.59s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"capture_objective", target:"Flag 6", distance:33, hp:327, mana:13, speed:77
[181.59s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"capture_objective", target:"Flag 6", distance:65, hp:177, mana:4, speed:77
[181.59s]  undefined | type:"ENEMY_ATTACK_OUT_OF_RANGE", attacker:"warden", target:"Warrior 492", distance:164, requiredRange:29, inWater:false
[181.59s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"capture_objective", target:"Flag 6", distance:51, hp:136, mana:10, speed:77
[181.59s]  undefined | type:"ENEMY_ATTACK_OUT_OF_RANGE", attacker:"warrior", target:"knight", distance:33, requiredRange:30, inWater:false
[181.60s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Mage 497", role:"HEALER", decision:"support_allies", target:"Warrior 492", distance:56, hp:50, mana:60, speed:110
[181.60s]  undefined | type:"TANK_DECISION", tank:"Knight 271", decision:"capture_objective", target:"Flag 4", hasPosition:true
[181.60s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"capture_objective", target:"Flag 6", distance:32, hp:144, mana:5, speed:77
[181.60s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"capture_objective", target:"Flag 6", distance:0, hp:327, mana:14, speed:77
[181.62s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Warrior 492", role:"DPS", decision:"attack_objective", target:"Flag 4", distance:233, hp:63, mana:4, speed:110
[181.62s]  undefined | type:"TANK_OBJECTIVE_SET", tank:"Warden 69", objective:"Flag 4", objectivePos:{"x":2516,"y":1074}, tankPos:{"x":2475,"y":1373}, distance:302
[181.62s]  undefined | type:"TANK_AI_START", tank:"Knight 708", position:{"x":2485,"y":1378}, closestObjective:"Flag 4", closestObjectivePos:{"x":2516,"y":1074}, wallTarget:"YES", initialDecision:"idle"
[181.62s]  undefined | type:"TANK_AI_START", tank:"Knight 271", position:{"x":2479,"y":1375}, closestObjective:"Flag 4", closestObjectivePos:{"x":2516,"y":1074}, wallTarget:"YES", initialDecision:"idle"
[181.62s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"capture_objective", target:"Flag 6", distance:179, hp:327, mana:12, speed:77
[181.62s]  undefined | type:"ENEMY_ATTACK_OUT_OF_RANGE", attacker:"knight", target:"Warrior Guard 5", distance:523, requiredRange:29, inWater:false
[181.62s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"capture_objective", target:"Flag 5", distance:435, hp:327, mana:38, speed:77
[181.65s]  undefined | type:"TANK_OBJECTIVE_SET", tank:"Knight 708", objective:"Flag 4", objectivePos:{"x":2516,"y":1074}, tankPos:{"x":2485,"y":1377}, distance:305
[181.65s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Warrior 86", role:"DPS", decision:"attack_objective", target:"Flag 4", distance:245, hp:63, mana:6, speed:110
[181.65s]  undefined | type:"TANK_OBJECTIVE_SET", tank:"Warden 988", objective:"Flag 4", objectivePos:{"x":2516,"y":1074}, tankPos:{"x":2484,"y":1377}, distance:304
[181.65s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Mage 242", role:"HEALER", decision:"support_allies", target:"Hero", distance:254, hp:50, mana:60, speed:110
[181.65s]  undefined | type:"ENEMY_ATTACK_OUT_OF_RANGE", attacker:"knight", target:"knight", distance:895, requiredRange:30, inWater:false
[181.65s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"capture_objective", target:"Flag 6", distance:175, hp:415, mana:8, speed:77
